UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4309,H00865,H,297.2,308.4,2091,45.9,193,0,0,0,0,0,0
4310,M01271,M,295.8,307.1,1393,39.5,78,0,0,0,0,0,0
4311,M01272,M,296.8,306.2,1565,38.0,25,0,0,0,0,0,0
4312,M01273,M,302.0,310.3,1758,47.4,150,0,0,0,0,0,0
4313,L02175,L,298.0,307.3,1757,59.0,33,0,0,0,0,0,0
4314,H00866,H,301.1,310.2,1719,42.8,0,0,0,0,0,0,0
4315,L02176,L,301.9,312.7,1414,21.9,33,0,0,0,0,0,0
4316,M01274,M,300.0,311.0,1469,24.4,67,0,0,0,0,0,0
4317,H00867,H,299.4,308.4,1168,40.7,171,0,0,0,0,0,0
4318,M01275,M,300.3,309.5,1485,50.3,84,0,0,0,0,0,0
4319,H00868,H,299.2,307.7,1506,41.3,232,0,0,0,0,0,0
4320,L02177,L,302.4,312.5,1648,45.1,187,0,0,0,0,0,0
4321,H00869,H,303.8,313.7,1859,39.4,249,0,0,0,0,0,0
4322,M01276,M,302.9,313.7,1642,49.6,168,0,0,0,0,0,0
4323,M01277,M,295.7,306.2,1714,46.2,5,0,0,0,0,0,0
4324,L02178,L,299.1,309.7,1496,29.8,37,0,0,0,0,0,0
4325,L02179,L,300.0,308.5,1756,44.5,68,0,0,0,0,0,0
4326,M01278,M,300.9,310.3,1502,24.6,177,0,0,0,0,0,0
4327,L02180,L,296.5,307.5,1728,44.5,163,0,0,0,0,0,0
4328,M01279,M,296.5,306.0,1660,37.2,51,0,0,0,0,0,0
4329,H00870,H,302.6,311.0,1578,41.6,176,0,0,0,0,0,0
4330,H00871,H,298.9,309.7,1191,43.2,70,0,0,0,0,0,0
4331,L02181,L,297.0,306.4,1718,42.8,169,0,0,0,0,0,0
4332,H00872,H,297.8,308.9,1575,54.2,78,0,0,0,0,0,0
4333,L02182,L,300.8,310.8,1640,40.3,53,0,0,0,0,0,0
4334,L02183,L,298.4,308.1,1562,41.9,125,0,0,0,0,0,0
4335,H00873,H,300.5,311.8,1597,53.3,248,0,0,0,0,0,0
4336,L02184,L,298.0,306.7,1760,59.0,163,0,0,0,0,0,0
4337,L02185,L,296.5,307.9,1405,39.8,88,0,0,0,0,0,0
4338,L02186,L,302.8,312.2,1593,34.9,131,0,0,0,0,0,0
4339,M01280,M,300.8,311.0,1344,35.4,110,0,0,0,0,0,0
4340,H00874,H,299.3,309.5,1615,44.5,7,0,0,0,0,0,0
4341,L02187,L,299.0,308.5,1550,38.0,170,0,0,0,0,0,0
4342,L02188,L,302.9,312.2,1373,22.5,51,0,0,0,0,0,0
4343,M01281,M,301.2,310.8,1518,51.2,135,0,0,0,0,0,0
4344,L02189,L,302.3,311.3,1386,48.2,17,0,0,0,0,0,0
4345,M01282,M,298.8,310.8,1424,51.5,199,0,0,0,0,0,0
4346,H00875,H,300.1,309.6,1570,53.4,4,0,0,0,0,0,0
4347,M01283,M,300.8,312.0,1553,41.9,81,0,0,0,0,0,0
4348,H00876,H,298.9,309.9,1168,42.6,96,0,0,0,0,0,0
4349,M01284,M,299.8,310.2,1574,50.1,195,0,0,0,0,0,0
4350,H00877,H,298.8,308.7,1439,27.8,246,0,0,0,0,0,0
4351,L02190,L,300.8,311.0,1417,36.5,48,0,0,0,0,0,0
4352,L02191,L,297.4,307.9,1274,39.4,35,0,0,0,0,0,0
4353,M01285,M,301.1,311.2,1490,49.2,157,0,0,0,0,0,0
4354,L02192,L,300.6,309.1,1395,34.6,54,0,0,0,0,0,0
4355,H00878,H,299.6,307.8,1754,32.9,6,0,0,0,0,0,0
4356,M01286,M,300.9,312.4,1168,35.7,58,0,0,0,0,0,0
4357,H00879,H,299.3,307.3,1307,44.7,59,0,0,0,0,0,0
4358,L02193,L,298.7,308.9,1293,39.3,139,0,0,0,0,0,0
4359,L02194,L,301.1,310.9,1551,25.5,113,0,0,0,0,0,0
4360,M01287,M,301.2,311.3,1734,27.5,84,0,0,0,0,0,0
4361,L02195,L,299.0,307.8,1600,41.4,73,0,0,0,0,0,0
4362,M01288,M,298.8,309.2,1281,41.7,67,0,0,0,0,0,0
4363,M01289,M,299.6,309.8,1414,40.3,218,0,0,0,0,0,0
4364,H00880,H,298.9,310.9,1338,35.3,116,0,0,0,0,0,0
4365,M01290,M,303.1,313.2,1601,47.9,216,0,0,0,0,0,0
4366,L02196,L,300.6,312.0,1410,43.7,251,0,0,0,0,0,0
4367,L02197,L,300.0,308.5,1217,43.3,125,0,0,0,0,0,0
4368,M01291,M,298.1,309.2,1616,43.7,234,0,0,0,0,0,0
4369,L02198,L,301.5,311.7,1752,56.0,44,1,0,0,1,0,0
4370,L02199,L,298.8,309.0,1464,29.8,78,0,0,0,0,0,0
4371,L02200,L,298.7,309.0,1524,35.8,166,0,0,0,0,0,0
4372,L02201,L,301.5,313.3,1198,36.6,60,0,0,0,0,0,0
4373,M01292,M,300.8,311.0,1168,52.6,149,0,0,0,0,0,0
4374,L02202,L,295.0,304.2,1168,36.3,227,0,0,0,0,0,0
4375,M01293,M,299.7,309.1,1491,32.1,246,0,0,0,0,0,0
4376,L02203,L,300.3,311.1,1438,38.9,135,0,0,0,0,0,0
4377,M01294,M,299.3,309.8,1609,41.0,186,0,0,0,0,0,0
4378,L02204,L,300.3,308.8,1460,52.0,152,0,0,0,0,0,0
4379,H00881,H,296.4,306.9,1697,36.2,106,0,0,0,0,0,0
4380,L02205,L,295.0,303.9,1674,33.1,90,0,0,0,0,0,0
4381,M01295,M,298.0,308.5,1435,30.9,155,0,0,0,0,0,0
4382,L02206,L,300.6,309.8,1299,36.6,87,0,0,0,0,0,0
4383,L02207,L,295.0,304.7,1168,65.6,189,0,0,0,0,0,0
4384,L02208,L,298.3,307.8,1786,43.8,31,0,0,0,0,0,0
4385,H00882,H,296.2,307.7,1311,46.0,181,0,0,0,0,0,0
4386,H00883,H,299.5,309.9,1200,40.0,129,0,0,0,0,0,0
4387,L02209,L,303.9,315.2,1525,41.4,20,0,0,0,0,0,0
4388,L02210,L,299.6,311.6,1202,47.9,212,0,0,0,0,0,0
4389,M01296,M,299.8,309.8,1525,45.6,139,0,0,0,0,0,0
4390,M01297,M,301.7,313.2,1432,43.5,185,0,0,0,0,0,0
4391,L02211,L,300.0,309.3,1684,40.2,31,0,0,0,0,0,0
4392,M01298,M,299.6,310.8,1667,36.5,39,0,0,0,0,0,0
4393,M01299,M,301.9,311.0,1720,44.2,222,0,0,0,0,0,0
4394,M01300,M,300.9,310.9,1541,40.8,118,0,0,0,0,0,0
4395,L02212,L,300.6,311.1,1328,61.3,74,0,0,0,0,0,0
4396,L02213,L,299.7,310.4,1292,50.5,131,0,0,0,0,0,0
4397,L02214,L,299.3,308.0,1393,33.3,93,0,0,0,0,0,0
4398,M01301,M,301.8,311.0,1898,28.3,246,0,0,0,0,0,0
4399,L02215,L,299.3,309.9,1450,36.0,49,0,0,0,0,0,0
4400,M01302,M,302.5,312.1,1532,29.2,134,0,0,0,0,0,0
4401,M01303,M,297.9,306.5,1803,35.4,84,0,0,0,0,0,0
4402,M01304,M,302.9,312.8,1550,30.3,41,0,0,0,0,0,0
4403,L02216,L,300.9,310.8,1350,36.7,172,0,0,0,0,0,0
4404,L02217,L,298.1,308.2,1646,36.8,34,0,0,0,0,0,0
4405,L02218,L,301.0,311.5,1414,41.5,69,0,0,0,0,0,0
4406,M01305,M,298.7,309.2,1557,37.9,123,0,0,0,0,0,0
4407,H00884,H,300.1,309.3,1602,31.0,107,0,0,0,0,0,0
4408,L02219,L,299.0,308.6,1401,52.1,230,0,0,0,0,0,0
4409,H00885,H,299.7,310.7,1537,44.0,164,0,0,0,0,0,0
4410,L02220,L,301.9,311.3,1820,34.6,17,0,0,0,0,0,0
4411,L02221,L,301.0,310.6,1374,31.1,36,0,0,0,0,0,0
4412,L02222,L,297.7,306.2,1763,25.3,148,0,0,0,0,0,0
4413,M01306,M,297.9,307.8,1381,24.6,57,0,0,0,0,0,0
4414,L02223,L,300.5,310.9,1860,50.5,49,0,0,0,0,0,0
4415,L02224,L,300.7,308.7,1328,49.4,249,0,0,0,0,0,0
4416,M01307,M,298.7,307.6,1421,34.2,179,0,0,0,0,0,0
4417,M01308,M,303.2,311.8,1801,53.7,76,0,0,0,0,0,0
4418,L02225,L,301.6,312.4,1810,46.2,7,0,0,0,0,0,0
4419,L02226,L,298.7,306.8,1663,42.0,201,0,0,0,0,0,0
4420,M01309,M,298.6,308.5,1283,48.6,146,0,0,0,0,0,0
4421,L02227,L,299.5,310.3,1516,46.2,78,0,0,0,0,0,0
4422,L02228,L,299.3,309.5,1500,41.5,133,0,0,0,0,0,0
4423,M01310,M,302.5,312.1,1328,37.6,226,0,0,0,0,0,0
4424,L02229,L,302.0,312.3,1639,38.9,16,0,0,0,0,0,0
4425,M01311,M,300.1,311.1,1344,23.9,185,0,0,0,0,0,0
4426,L02230,L,301.4,311.2,1241,32.0,218,0,0,0,0,0,0
4427,L02231,L,301.6,309.6,1175,58.0,131,0,0,0,0,0,0
4428,L02232,L,300.1,311.3,1842,31.7,243,0,0,0,0,0,0
4429,L02233,L,300.8,311.2,1397,21.5,58,0,0,0,0,0,0
4430,L02234,L,301.2,311.2,1402,49.0,182,0,0,0,0,0,0
4431,L02235,L,301.0,309.0,1293,42.5,107,0,0,0,0,0,0
4432,H00886,H,298.4,308.1,1773,43.0,95,0,0,0,0,0,0
4433,H00887,H,298.6,307.8,1223,38.4,160,0,0,0,0,0,0
4434,L02236,L,299.4,308.2,1259,49.1,154,0,0,0,0,0,0
4435,M01312,M,298.6,308.5,1435,55.3,92,0,0,0,0,0,0
4436,M01313,M,297.1,306.5,1495,34.8,95,0,0,0,0,0,0
4437,H00888,H,301.4,310.9,1631,46.3,121,0,0,0,0,0,0
4438,L02237,L,300.7,311.4,1364,51.2,251,1,1,0,0,0,0
4439,L02238,L,297.3,307.6,1808,34.2,202,0,0,0,0,0,0
4440,L02239,L,299.5,309.0,1366,55.1,92,0,0,0,0,0,0
4441,L02240,L,299.6,309.0,1298,51.2,91,0,0,0,0,0,0
4442,L02241,L,300.4,309.9,1279,27.6,226,0,0,0,0,0,0
4443,H00889,H,297.8,307.6,1345,55.9,197,0,0,0,0,0,0
4444,H00890,H,297.3,307.9,1266,28.1,165,0,0,0,0,0,0
4445,L02242,L,301.0,310.0,1650,33.1,180,0,0,0,0,0,0
4446,L02243,L,296.9,308.4,1299,46.8,14,0,0,0,0,0,0
4447,L02244,L,299.5,310.1,1473,50.4,23,0,0,0,0,0,0
4448,L02245,L,299.3,307.3,1294,41.0,79,0,0,0,0,0,0
4449,M01314,M,299.8,309.8,1265,33.7,119,0,0,0,0,0,0
4450,L02246,L,300.5,311.5,1721,37.4,179,0,0,0,0,0,0
4451,H00891,H,303.2,313.6,1820,36.2,197,0,0,0,0,0,0
4452,H00892,H,296.8,306.4,1753,48.4,223,0,0,0,0,0,0
4453,M01315,M,301.8,311.7,1205,35.9,68,0,0,0,0,0,0
4454,M01316,M,295.0,305.2,1233,33.5,189,0,0,0,0,0,0
4455,M01317,M,302.8,313.6,1895,25.2,251,0,0,0,0,0,0
4456,L02247,L,295.9,304.5,1449,34.1,52,0,0,0,0,0,0
4457,L02248,L,304.0,313.4,1225,38.8,17,0,0,0,0,0,0
4458,M01318,M,299.2,310.9,1716,28.7,226,0,0,0,0,0,0
4459,L02249,L,302.6,312.6,1513,22.6,34,0,0,0,0,0,0
4460,H00893,H,302.2,313.7,1613,49.8,182,0,0,0,0,0,0
4461,L02250,L,299.1,311.1,1168,30.0,97,0,0,0,0,0,0
4462,L02251,L,299.3,308.8,1434,26.9,89,0,0,0,0,0,0
4463,L02252,L,298.3,307.1,1689,55.7,237,0,0,0,0,0,0
4464,H00894,H,301.6,311.3,1371,48.5,88,0,0,0,0,0,0
4465,L02253,L,299.2,310.3,1747,50.3,103,0,0,0,0,0,0
4466,L02254,L,298.4,309.6,1236,45.1,3,0,0,0,0,0,0
4467,L02255,L,301.1,313.1,1477,53.1,46,0,0,0,0,0,0
4468,M01319,M,298.2,308.2,1828,48.8,91,0,0,0,0,0,0
4469,H00895,H,299.3,309.8,1269,36.6,168,0,0,0,0,0,0
4470,L02256,L,300.2,309.5,1554,29.3,16,0,0,0,0,0,0
4471,H00896,H,298.7,306.7,1617,27.2,88,0,0,0,0,0,0
4472,L02257,L,299.0,309.0,1518,38.6,92,0,0,0,0,0,0
4473,M01320,M,303.1,311.9,1449,29.0,200,0,0,0,0,0,0
4474,L02258,L,299.6,310.2,1324,32.0,69,0,0,0,0,0,0
4475,L02259,L,299.3,307.4,1539,38.5,225,0,0,0,0,0,0
4476,M01321,M,299.6,308.9,1479,54.0,238,0,0,0,0,0,0
4477,M01322,M,300.9,311.2,1212,24.9,56,0,0,0,0,0,0
4478,L02260,L,297.9,308.3,1719,40.3,95,0,0,0,0,0,0
4479,H00897,H,300.9,310.8,1317,27.5,185,0,0,0,0,0,0
4480,H00898,H,300.5,312.4,1217,34.4,67,0,0,0,0,0,0
4481,L02261,L,296.4,308.0,1380,49.3,208,0,0,0,0,0,0
4482,M01323,M,303.6,312.9,1321,31.5,246,0,0,0,0,0,0
4483,M01324,M,302.9,314.5,1448,37.4,159,0,0,0,0,0,0
4484,L02262,L,298.4,310.2,1251,41.4,40,0,0,0,0,0,0
4485,H00899,H,297.8,307.6,1589,47.0,0,0,0,0,0,0,0
4486,L02263,L,300.5,310.5,1776,34.5,103,0,0,0,0,0,0
4487,M01325,M,297.1,307.1,1521,52.6,57,0,0,0,0,0,0
4488,L02264,L,302.7,312.1,1211,35.5,195,0,0,0,0,0,0
4489,L02265,L,299.1,308.5,1317,44.8,118,0,0,0,0,0,0
4490,M01326,M,303.2,314.6,1544,38.1,159,0,0,0,0,0,0
4491,M01327,M,298.4,308.8,1168,47.4,153,0,0,0,0,0,0
4492,H00900,H,299.8,309.2,1253,60.3,9,0,0,0,0,0,0
4493,H00901,H,302.5,311.6,1170,37.2,179,0,0,0,0,0,0
4494,L02266,L,299.4,308.6,1523,39.8,208,0,0,0,0,0,0
4495,L02267,L,300.5,310.4,1932,35.7,119,0,0,0,0,0,0
4496,L02268,L,302.2,313.1,1247,34.1,147,0,0,0,0,0,0
4497,L02269,L,298.9,308.0,1663,33.0,36,0,0,0,0,0,0
4498,L02270,L,297.5,308.4,1387,39.8,166,0,0,0,0,0,0
4499,H00902,H,297.1,307.3,1235,32.2,237,0,0,0,0,0,0
4500,M01328,M,301.2,311.3,1812,32.5,180,0,0,0,0,0,0
4501,L02271,L,300.8,311.8,1931,8.3,3,0,0,0,0,0,0
4502,L02272,L,302.1,313.0,1582,53.8,78,0,0,0,0,0,0
4503,M01329,M,299.5,308.0,1572,56.4,241,0,0,0,0,0,0
4504,L02273,L,297.1,306.1,1512,46.5,169,0,0,0,0,0,0
4505,L02274,L,295.3,305.1,1470,31.3,82,0,0,0,0,0,0
4506,L02275,L,304.0,314.4,1568,27.4,151,0,0,0,0,0,0
4507,L02276,L,301.1,312.4,1635,24.4,41,0,0,0,0,0,0
4508,L02277,L,300.3,310.3,1832,46.4,233,0,0,0,0,0,0
4509,M01330,M,300.6,312.3,1395,52.7,98,0,0,0,0,0,0
4510,L02278,L,297.1,306.4,1525,41.7,48,0,0,0,0,0,0
4511,M01331,M,298.4,307.9,1482,48.6,18,0,0,0,0,0,0
4512,M01332,M,303.5,313.2,1704,44.4,8,0,0,0,0,0,0
4513,H00903,H,301.3,310.5,1980,32.3,163,0,0,0,0,0,0
4514,L02279,L,298.5,309.6,1711,50.1,172,0,0,0,0,0,0
4515,L02280,L,297.5,305.5,1659,49.5,166,0,0,0,0,0,0
4516,L02281,L,299.0,308.5,1681,30.1,79,0,0,0,0,0,0
4517,L02282,L,299.4,310.5,1753,48.1,200,0,0,0,0,0,0
4518,L02283,L,304.0,313.7,1982,38.5,212,0,0,0,0,0,0
4519,M01333,M,299.6,310.7,1168,37.4,152,0,0,0,0,0,0
4520,L02284,L,297.6,309.6,1619,43.9,155,0,0,0,0,0,0
4521,L02285,L,299.9,310.0,1168,43.6,48,0,0,0,0,0,0
4522,L02286,L,300.5,311.7,1690,48.9,217,0,0,0,0,0,0
4523,M01334,M,297.4,309.4,1610,31.5,21,0,0,0,0,0,0
4524,H00904,H,300.8,311.2,1390,45.7,202,0,0,0,0,0,0
4525,M01335,M,302.4,312.4,1168,28.4,105,0,0,0,0,0,0
4526,M01336,M,300.3,311.2,1497,38.2,24,0,0,0,0,0,0
4527,M01337,M,298.4,309.6,1544,38.9,15,0,0,0,0,0,0
4528,M01338,M,298.9,308.9,1487,49.7,250,0,0,0,0,0,0
4529,L02287,L,296.7,306.2,1375,40.1,143,0,0,0,0,0,0
4530,M01339,M,299.7,311.4,1320,37.4,112,0,0,0,0,0,0
4531,M01340,M,300.6,310.4,1489,54.3,234,0,0,0,0,0,0
4532,L02288,L,298.2,309.4,1339,35.7,117,0,0,0,0,0,0
4533,M01341,M,303.9,314.1,1661,35.3,214,0,0,0,0,0,0
4534,L02289,L,301.6,313.4,1484,21.2,215,0,0,0,0,0,0
4535,M01342,M,296.4,305.6,1168,37.8,189,0,0,0,0,0,0
4536,L02290,L,296.5,305.6,1535,30.6,24,0,0,0,0,0,0
4537,M01343,M,298.0,308.9,1582,37.5,241,0,0,0,0,0,0
4538,H00905,H,303.1,312.0,1823,42.4,158,0,0,0,0,0,0
4539,L02291,L,301.8,311.9,1685,29.1,103,0,0,0,0,0,0
4540,L02292,L,303.2,314.8,1320,31.8,193,0,0,0,0,0,0
4541,L02293,L,300.0,308.2,1785,24.0,18,0,0,0,0,0,0
4542,L02294,L,299.6,310.0,1222,34.9,45,0,0,0,0,0,0
4543,H00906,H,297.5,308.7,1505,30.6,171,0,0,0,0,0,0
4544,L02295,L,300.7,310.7,1650,61.4,159,0,0,0,0,0,0
4545,L02296,L,299.6,308.7,1791,55.0,132,1,0,0,1,0,0
4546,L02297,L,299.5,309.3,1877,53.4,170,0,0,0,0,0,0
4547,H00907,H,303.2,312.4,1754,27.1,240,0,0,0,0,0,0
4548,L02298,L,299.7,309.8,1472,38.2,32,0,0,0,0,0,0
4549,M01344,M,302.7,312.4,1615,28.0,86,0,0,0,0,0,0
4550,L02299,L,296.8,306.3,1544,58.4,74,0,0,0,0,0,0
4551,L02300,L,304.0,314.5,1358,48.3,236,0,0,0,0,0,0
4552,M01345,M,299.3,310.8,1476,29.5,47,0,0,0,0,0,0
4553,L02301,L,301.4,311.7,1859,43.7,93,0,0,0,0,0,0
4554,M01346,M,301.7,313.1,1629,25.2,229,0,0,0,0,0,0
4555,L02302,L,299.0,310.6,1911,38.6,169,0,0,0,0,0,0
4556,M01347,M,301.6,311.1,1283,38.2,7,0,0,0,0,0,0
4557,M01348,M,301.7,312.0,1423,47.4,242,0,0,0,0,0,0
4558,M01349,M,298.6,308.1,1583,49.9,15,0,0,0,0,0,0
4559,L02303,L,298.6,307.1,1648,40.2,132,0,0,0,0,0,0
4560,M01350,M,300.1,310.4,1476,37.8,61,0,0,0,0,0,0
4561,H00908,H,299.8,308.7,1660,7.6,159,0,0,0,0,0,0
4562,L02304,L,302.8,313.3,1658,55.6,71,0,0,0,0,0,0
4563,L02305,L,301.4,309.8,1222,33.4,206,0,0,0,0,0,0
4564,H00909,H,299.9,310.0,1650,41.0,142,0,0,0,0,0,0
4565,L02306,L,301.2,309.6,1714,62.6,79,0,0,0,0,0,0
4566,M01351,M,295.9,306.6,1559,28.1,219,0,0,0,0,0,0
4567,M01352,M,298.8,308.4,1168,40.2,196,0,0,0,0,0,0
4568,L02307,L,300.6,310.1,1444,45.0,124,0,0,0,0,0,0
4569,M01353,M,302.2,313.4,1587,50.9,124,0,0,0,0,0,0
4570,M01354,M,300.4,310.1,1326,40.0,118,0,0,0,0,0,0
4571,L02308,L,302.9,313.0,1683,51.8,136,0,0,0,0,0,0
4572,H00910,H,301.7,311.5,1645,35.8,217,0,0,0,0,0,0
4573,L02309,L,299.0,309.5,1526,45.4,18,0,0,0,0,0,0
4574,L02310,L,299.7,310.8,1503,44.1,98,0,0,0,0,0,0
4575,H00911,H,300.8,311.7,1538,39.1,189,0,0,0,0,0,0
4576,L02311,L,299.1,308.6,1499,43.2,243,0,0,0,0,0,0
4577,H00912,H,303.1,314.3,1242,31.3,38,0,0,0,0,0,0
4578,L02312,L,297.8,306.9,1413,37.0,10,0,0,0,0,0,0
4579,L02313,L,300.6,309.9,1514,27.1,203,0,0,0,0,0,0
4580,L02314,L,301.5,311.3,1783,35.6,245,0,0,0,0,0,0
4581,M01355,M,299.4,310.4,1638,51.4,180,0,0,0,0,0,0
4582,M01356,M,298.9,307.8,1794,44.2,140,0,0,0,0,0,0
4583,H00913,H,299.8,310.7,1219,43.1,59,0,0,0,0,0,0
4584,H00914,H,301.6,311.6,1428,24.0,242,0,0,0,0,0,0
4585,M01357,M,299.0,308.6,1914,43.2,182,0,0,0,0,0,0
4586,M01358,M,297.9,309.0,1351,39.4,175,0,0,0,0,0,0
4587,M01359,M,302.3,311.5,1347,45.4,223,0,0,0,0,0,0
4588,H00915,H,300.8,312.8,1445,53.8,221,0,0,0,0,0,0
4589,M01360,M,302.0,311.8,1903,35.9,20,0,0,0,0,0,0
4590,H00916,H,301.5,311.7,1365,36.8,5,0,0,0,0,0,0
4591,L02315,L,304.0,315.5,1611,49.2,56,0,0,0,0,0,0
4592,L02316,L,302.2,312.4,1578,34.0,230,0,0,0,0,0,0
4593,M01361,M,298.6,309.7,1168,40.9,135,0,0,0,0,0,0
4594,L02317,L,300.9,309.0,1496,20.0,163,0,0,0,0,0,0
4595,L02318,L,298.9,308.4,1389,36.9,87,0,0,0,0,0,0
4596,H00917,H,299.1,309.5,1635,53.1,107,0,0,0,0,0,0
4597,L02319,L,297.2,308.3,1847,43.4,75,0,0,0,0,0,0
4598,L02320,L,299.4,310.2,1431,49.0,237,0,0,0,0,0,0
4599,L02321,L,301.1,311.8,1431,49.6,104,0,0,0,0,0,0
4600,L02322,L,299.9,310.9,2003,53.5,211,0,0,0,0,0,0
4601,M01362,M,297.8,308.3,1357,36.5,39,0,0,0,0,0,0
4602,H00918,H,297.0,305.0,1231,49.4,80,0,0,0,0,0,0
4603,H00919,H,304.0,315.4,1775,62.5,45,0,0,0,0,0,0
4604,M01363,M,300.7,309.8,1489,39.7,74,0,0,0,0,0,0
4605,M01364,M,298.4,308.7,1556,26.8,168,0,0,0,0,0,0
4606,L02323,L,300.9,311.1,1946,34.1,35,0,0,0,0,0,0
4607,H00920,H,304.0,314.0,1219,44.7,135,0,0,0,0,0,0
4608,L02324,L,301.2,310.1,1460,23.4,0,0,0,0,0,0,0
4609,L02325,L,295.0,303.1,1252,32.4,248,0,0,0,0,0,0
4610,H00921,H,304.0,313.0,1567,36.7,9,0,0,0,0,0,0
4611,H00922,H,296.3,307.1,1389,41.1,190,0,0,0,0,0,0
4612,L02326,L,299.6,308.1,1265,58.0,219,0,0,0,0,0,0
4613,M01365,M,297.7,306.9,1646,46.9,252,0,0,0,0,0,0
4614,L02327,L,298.5,308.9,1502,28.9,164,0,0,0,0,0,0
4615,L02328,L,300.6,309.5,1249,76.7,153,1,0,0,1,0,0
4616,L02329,L,295.9,305.3,1261,39.8,141,0,0,0,0,0,0
4617,L02330,L,299.8,309.9,1541,23.2,193,0,0,0,0,0,0
4618,M01366,M,302.3,312.6,1168,29.6,220,0,0,0,0,0,0
4619,L02331,L,298.3,307.3,1545,29.7,133,0,0,0,0,0,0
4620,M01367,M,297.2,307.4,1767,26.5,182,0,0,0,0,0,0
4621,L02332,L,299.7,310.1,1633,45.1,243,0,0,0,0,0,0
4622,H00923,H,299.3,308.1,1375,13.3,28,0,0,0,0,0,0
4623,M01368,M,298.8,309.0,1554,49.8,149,0,0,0,0,0,0
4624,H00924,H,297.6,306.9,1249,48.1,17,0,0,0,0,0,0
4625,L02333,L,301.0,311.2,1527,35.4,110,0,0,0,0,0,0
4626,M01369,M,301.2,311.9,1434,49.2,183,0,0,0,0,0,0
4627,H00925,H,297.9,307.7,1292,29.1,96,0,0,0,0,0,0
4628,L02334,L,298.1,309.1,1624,31.6,25,0,0,0,0,0,0
4629,L02335,L,300.3,311.1,1168,45.5,209,0,0,0,0,0,0
4630,L02336,L,298.1,309.0,1262,37.9,61,0,0,0,0,0,0
4631,L02337,L,300.4,310.8,1286,33.7,127,0,0,0,0,0,0
4632,L02338,L,302.9,314.0,1399,38.9,37,0,0,0,0,0,0
4633,L02339,L,299.9,310.3,1759,53.2,250,0,0,0,0,0,0
4634,L02340,L,297.6,305.9,1650,52.8,96,0,0,0,0,0,0
4635,M01370,M,300.8,310.0,1521,44.3,207,0,0,0,0,0,0
4636,L02341,L,299.6,309.4,1511,36.4,97,0,0,0,0,0,0
4637,L02342,L,299.7,309.6,1497,45.2,88,0,0,0,0,0,0
4638,M01371,M,301.0,311.3,1774,31.4,60,0,0,0,0,0,0
4639,L02343,L,301.4,310.6,1168,51.7,102,0,0,0,0,0,0
4640,L02344,L,300.1,312.1,1654,49.5,221,0,0,0,0,0,0
4641,L02345,L,299.9,309.8,1398,59.3,167,0,0,0,0,0,0
4642,L02346,L,304.0,314.0,1600,32.0,13,0,0,0,0,0,0
4643,L02347,L,302.4,311.7,1601,30.7,136,0,0,0,0,0,0
4644,L02348,L,301.7,310.7,1646,45.5,125,0,0,0,0,0,0
4645,L02349,L,300.3,310.1,1816,37.3,173,0,0,0,0,0,0
4646,H00926,H,298.0,308.0,1225,50.0,191,0,0,0,0,0,0
4647,H00927,H,302.3,312.2,1701,53.2,143,0,0,0,0,0,0
4648,L02350,L,300.3,311.9,1487,57.0,221,0,0,0,0,0,0
4649,L02351,L,298.8,308.7,1407,40.6,162,0,0,0,0,0,0
4650,L02352,L,299.5,309.4,1906,48.8,85,0,0,0,0,0,0
4651,H00928,H,298.1,308.9,1640,34.8,95,0,0,0,0,0,0
4652,H00929,H,302.1,311.9,1416,42.2,217,0,0,0,0,0,0
4653,L02353,L,301.4,311.9,1691,39.5,65,0,0,0,0,0,0
4654,L02354,L,300.4,309.1,1490,38.9,36,0,0,0,0,0,0
4655,L02355,L,299.9,308.6,1413,58.2,190,0,0,0,0,0,0
4656,H00930,H,298.6,308.8,1378,26.6,108,0,0,0,0,0,0
4657,H00931,H,295.7,305.5,1560,40.0,57,0,0,0,0,0,0
4658,L02356,L,297.2,306.4,1377,40.5,209,0,0,0,0,0,0
4659,M01372,M,298.5,308.6,1531,46.4,46,0,0,0,0,0,0
4660,L02357,L,298.2,308.4,1677,29.0,185,0,0,0,0,0,0
4661,M01373,M,300.6,309.9,1522,37.0,86,0,0,0,0,0,0
4662,H00932,H,301.6,311.1,1895,34.0,180,0,0,0,0,0,0
4663,L02358,L,299.7,310.0,1502,17.5,195,0,0,0,0,0,0
4664,L02359,L,302.8,311.8,1769,51.6,39,0,0,0,0,0,0
4665,M01374,M,298.4,307.8,1695,25.3,208,0,0,0,0,0,0
4666,L02360,L,299.7,310.3,1805,24.0,156,0,0,0,0,0,0
4667,H00933,H,299.9,309.9,1894,49.5,217,0,0,0,0,0,0
4668,L02361,L,302.2,311.7,1168,36.7,7,0,0,0,0,0,0
4669,H00934,H,300.2,309.3,1553,37.0,191,0,0,0,0,0,0
4670,L02362,L,300.3,309.3,1477,37.2,249,0,0,0,0,0,0
4671,L02363,L,296.7,306.6,1522,50.7,177,0,0,0,0,0,0
4672,L02364,L,298.2,310.2,1420,34.5,232,0,0,0,0,0,0
4673,L02365,L,302.2,312.8,1391,46.0,104,0,0,0,0,0,0
4674,L02366,L,295.8,304.5,1280,28.6,177,0,0,0,0,0,0
